00-default			0.430			0.429			0.004			0.425			0.438
01-pathname-subshells			0.649			0.640			0.019			0.631			0.682
02-vars-subshells			0.552			0.552			0.004			0.545			0.559
03-reduce-commands			0.566			0.566			0.002			0.562			0.569
