00-default			2.530			2.528			0.033			2.493			2.607
01-pathname-subshells			2.600			2.593			0.030			2.570			2.657
02-vars-subshells			2.236			2.236			0.014			2.208			2.265
03-reduce-commands			2.236			2.230			0.023			2.215			2.293
