00-default			0.016			0.016			0.000			0.016			0.018
01-pathname-subshells			0.015			0.014			0.000			0.014			0.015
02-vars-subshells			0.011			0.011			0.001			0.011			0.019
03-reduce-commands			0.011			0.011			0.000			0.011			0.012
